id,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms
34evrtMHYxUAlvFc729NYw,0,1,4,0.000419,0.817,0.87,0.781,0.221,-4.406,0.075,0.438,128.019,285000
56gvrfszDSpi7chjHkf1k1,0,1,4,0.000991,0.477,0.744,1.41e-05,0.288,-5.245,0.0441,0.178,95.031,193263
4vRhTDlazlOcDNwSP4lUI8,8,1,4,0.0115,0.699,0.974,0.253,0.336,-4.045,0.096,0.615,149.981,170420
0uJuCgn7YmJ8jrnVhpKwWh,11,0,4,0.00364,0.748,0.86,0.00228,0.114,-3.621,0.0776,0.499,124.979,181440
5a5A3DYgis2npMyp65yZkB,11,1,4,0.0179,0.734,0.864,0.00126,0.191,-4.174,0.134,0.341,140.01,236500
2mHJZT0oGVPLsRGeyl3Dh1,2,1,4,0.00582,0.855,0.464,0.817,0.0446,-5.458,0.162,0.185,127.998,223000
35D40gqD5EsWfbMnerPokl,8,1,4,0.00808,0.708,0.989,0.554,0.318,-3.492,0.272,0.155,139.016,216691
1yqDtqw8R5cxNtBX61ono3,11,1,4,0.031,0.545,0.924,0.000368,0.172,-5.178,0.0952,0.271,149.893,278082
3WR0huTJPC4Jqw9zQN73nL,8,1,4,0.209,0.442,0.586,0.0467,0.0737,-8.47,0.0344,0.0961,112.153,235744
40gi8g6Gti2jrae06z38qe,5,0,4,0.00945,0.586,0.896,0.836,0.121,-4.132,0.372,0.103,125.744,160000
5Q0GFHNXNulM3lxOf6vwtb,7,1,4,0.000308,0.84,0.729,0.852,0.286,-6.603,0.0593,0.615,128.005,264255
7FBtVQSg5cOJMtnahC3Dw4,5,0,4,0.0103,0.628,0.978,0.00121,0.0814,-3.282,0.169,0.258,149.972,324800
2kDRYPP9W8F5a8tUDvcwKO,8,1,4,0.0146,0.632,0.962,0.53,0.297,-3.311,0.302,0.0919,139.051,162302
3QADaIOZQCDYzqOd8OR298,1,1,4,0.000128,0.498,0.943,0.484,0.405,-3.483,0.0378,0.305,150.028,188800
7swyRh8nXXvOlapMdWycLM,6,0,4,0.00645,0.509,0.798,0.0,0.337,-5.498,0.0709,0.322,145.369,168828
5c0QiMJ7FIAgnymfUJHgqA,1,0,4,0.0544,0.733,0.893,0.564,0.465,-4.457,0.146,0.492,130.026,137769
5tWVY1tDHOX5vxLRiika69,11,1,4,0.0959,0.754,0.442,0.0625,0.0726,-8.731,0.0365,0.442,128.036,247969
3Cb5qp1Axv1WtwMyTM9Cic,1,1,4,0.0313,0.754,0.866,0.104,0.363,-3.825,0.0456,0.415,128.008,277647
5aCVdpWD4apQ3wspMq5Klp,9,1,4,0.00982,0.851,0.816,0.739,0.157,-3.325,0.27,0.216,128.029,273750
1AzcgII7Ylvt6EhNSmq76Q,1,1,4,6.88e-05,0.692,0.881,0.359,0.0998,-5.555,0.0445,0.491,140.027,168000
6kjI20T4EdOgVRUKvbvKXa,6,1,4,0.00147,0.785,0.886,0.568,0.0839,-4.407,0.0706,0.448,126.057,196429
0kGHVJzTSGAkD8l8f7czV5,8,0,4,0.00886,0.62,0.893,0.000181,0.0803,-4.818,0.066,0.524,138.01,246914
6mfpLV3eie1E5XXuKB1BWh,5,0,4,0.00305,0.644,0.996,0.384,0.111,-2.37,0.0731,0.172,150.063,275200
286rk76vmirtHZeFlR0VSh,11,0,4,0.113,0.517,0.845,0.0,0.108,-4.55,0.0722,0.663,97.927,180210
28LeQABFaY3Yx8pnBikchI,1,1,4,0.0478,0.577,0.867,0.0,0.215,-6.327,0.38,0.644,129.945,209308
5bM3l7YqVvZznboV2EovtQ,5,1,4,0.00598,0.549,0.985,0.00246,0.275,-2.932,0.284,0.24,150.028,200299
0y7FcyXG53HoENqeTX9P0v,9,1,4,0.0106,0.914,0.774,0.71,0.0706,-5.93,0.12,0.624,128.005,258462
5C4vdlRHYMjiOBAXYvj5oI,1,1,4,0.00364,0.556,0.966,0.591,0.828,-5.609,0.0816,0.339,150.011,350693
4U4sIBepXSYyJpUTurFSwT,6,0,4,0.476,0.63,0.925,5.31e-05,0.183,-3.906,0.0426,0.189,124.994,193920
6Fbp2EpPS7fHpU1KqWeDPp,7,0,4,0.000505,0.651,0.917,0.00985,0.0727,-5.221,0.0758,0.402,128.004,375000
7hK5xW8Rx0b8xqd1K1JXPe,5,0,3,0.0291,0.617,0.834,0.0322,0.103,-4.637,0.0703,0.144,139.89,154714
07UUjo3cilBRJPAIzj4bO9,6,1,4,0.00963,0.817,0.895,0.288,0.0198,-3.013,0.157,0.521,128.009,293418
3cS3doL789OK6U3GbtVXI6,6,0,4,0.00194,0.755,0.618,3.27e-05,0.149,-5.809,0.0796,0.366,137.989,273062
1HIzzyQ4G3BM9Gt5GmF7eN,10,1,4,0.00365,0.738,0.643,0.412,0.127,-5.203,0.152,0.283,128.038,271992
6WUHssiSx9JvJgRyEyTM9Q,1,1,4,0.0191,0.631,0.663,0.12,0.144,-9.747,0.179,0.377,150.046,197467
2QfXDoenwxSm38HB2tP2LY,7,1,4,0.0106,0.868,0.858,0.082,0.201,-5.511,0.0475,0.531,128.015,176500
3qHuIo1jrHpzdB8vdKeucm,7,0,4,0.00106,0.674,0.476,0.707,0.119,-6.615,0.386,0.345,127.983,322969
281CN451aRJY8u6cAORsPn,11,0,4,0.0402,0.645,0.678,0.312,0.327,-5.839,0.0582,0.462,135.03,174222
62nIlkYdbjqTjzuI0TabFL,11,1,4,0.000552,0.591,0.985,0.16,0.404,-3.38,0.0794,0.129,135.024,158222
58bSxRH1CsOSX8HkTXIbWh,8,0,4,0.0126,0.605,0.638,0.178,0.114,-4.969,0.058,0.235,167.093,201198
2l82aeDL4n1Mbh8xJI7t6E,7,1,4,0.0057,0.748,0.988,0.602,0.506,-2.531,0.0722,0.687,128.015,222656
61mGCT2kkA9vBq8uzH9L6n,11,1,4,0.0074,0.756,0.886,6.25e-05,0.088,-5.129,0.0459,0.383,124.988,192766
71xitJXg9gAx7Gdsw3WUv6,0,1,4,0.0235,0.786,0.873,0.0388,0.291,-3.871,0.0351,0.64,122.03,194754
2QLPQz4BpO5BIKPiikY3ol,0,1,4,0.011,0.785,0.869,0.406,0.418,-6.709,0.157,0.578,135.045,144079
4bJP2gkBngaSFOhDaIspso,9,0,4,0.29,0.591,0.836,0.0,0.239,-4.276,0.0664,0.177,128.014,189858
4GWsLYbymFlx7k8Nq9rnfd,7,1,4,0.000308,0.84,0.729,0.852,0.286,-6.603,0.0593,0.615,128.005,264255
7mN04OlNUpoYxWNSsCaXXz,0,1,4,0.0021,0.773,0.898,0.595,0.114,-6.92,0.0402,0.449,126.02,350603
5Iv2ILYfWPqzX05um8oHvo,9,0,4,0.132,0.737,0.521,0.861,0.0972,-11.154,0.0426,0.16,127.992,449314
7qgqHmGcQFvAwsHAK1jNUi,7,0,4,0.00203,0.652,0.865,0.841,0.0787,-8.514,0.102,0.184,127.982,304102
1Nj0eQDtVHO6NTgQvXqoMY,1,1,4,9.81e-05,0.773,0.649,0.752,0.0852,-9.025,0.0504,0.363,127.99,454217
4HS2rnPfDYTjfG2bAXPuH5,8,1,4,0.0146,0.632,0.962,0.53,0.297,-3.311,0.302,0.0919,139.051,162302
0qkVP5vHJjaYkYivP0YWut,1,1,4,0.00515,0.822,0.867,0.233,0.0826,-7.052,0.0722,0.362,126.006,204250
0BUq29m6X0UWNwyJ60HtRP,7,0,4,0.00588,0.874,0.888,0.189,0.077,-6.696,0.049,0.741,127.974,187031
2ycLIqlOHc0LPcitZamzMg,3,1,4,0.00521,0.695,0.781,0.868,0.35,-6.866,0.0299,0.198,128.017,367031
0WEOZPitGV25dqVfGSSYMP,0,0,3,0.133,0.612,0.73,0.372,0.117,-9.319,0.0514,0.517,128.007,410164
7KI5tK36wwvfZjhaWkqqy9,4,0,4,0.00831,0.808,0.894,0.000798,0.0347,-3.469,0.114,0.22,128.014,272144
1Ew7X9487XprqAlN4I5qB5,4,0,4,0.000108,0.585,0.97,0.755,0.0775,-4.315,0.0669,0.104,127.999,275625
0cZ24mlSDycwWxrNK1RCU4,6,1,4,0.00176,0.874,0.916,0.843,0.386,-3.856,0.075,0.615,127.989,288750
5gqmscDThhRWDs6mcs2mnR,5,0,4,0.000519,0.635,0.944,0.277,0.0451,-3.289,0.0562,0.37,127.992,206284
2PPYsxVVRO1ntgrIOnxgIv,1,1,4,0.000186,0.497,0.944,0.333,0.483,-3.701,0.0451,0.318,150.024,179200
0E1fId9B343ZecyIuu8zg4,11,0,4,0.0116,0.647,0.931,0.00128,0.37,-4.107,0.229,0.747,139.981,185143
44Wno6udJcVP8GoaJj3LbT,1,1,4,0.00251,0.753,0.941,0.331,0.0734,-0.641,0.0634,0.785,105.067,184000
6ivk6bSAhgdNgRu77HQcAA,0,1,4,0.00224,0.72,0.924,0.0178,0.0753,-4.559,0.0582,0.335,125.993,199048
3i7zPwb1XTiuO1p7qQXTrU,6,0,4,0.0401,0.727,0.937,0.0323,0.0565,-1.774,0.0341,0.426,150.05,175600
7l8NYHy7lexzHDpZnfmGI3,2,1,4,0.00247,0.776,0.979,0.825,0.113,-5.205,0.0534,0.866,125.028,407120
6CUUqcQR1peUNTqnvl6t6q,7,1,4,0.0015,0.795,0.977,0.737,0.0793,-5.899,0.0521,0.57,128.01,268225
2vsexdAEy9Uh6sSraz20zC,2,0,4,0.345,0.818,0.858,0.974,0.101,-6.946,0.0651,0.962,179.895,107669
3KmayEH88v8KROfI1828Gc,1,1,4,0.000883,0.762,0.924,0.581,0.415,-3.477,0.113,0.438,127.973,213226
0N9SEQhG8dMkSGBMy2aphD,1,1,4,0.0069,0.536,0.895,0.388,0.395,-5.904,0.0535,0.0736,150.05,237378
3YVdeuCDnuOwaS3j2bl306,0,1,4,0.0249,0.786,0.87,0.0195,0.306,-3.842,0.0369,0.622,122.042,194800
3DyAC4kPZa9yqetfTSFWCD,5,0,4,0.00334,0.656,0.995,0.486,0.106,-2.332,0.0765,0.168,150.012,275200
4t3mJWGrcLn5jSCLbhtsqJ,7,1,4,0.0011,0.792,0.949,0.253,0.114,-5.971,0.0584,0.372,127.951,249682
1D2Aldrksl9yWWCIPOeDzy,9,0,4,0.479,0.733,0.859,0.0645,0.105,-5.03,0.033,0.52,124.948,147840
5SspaMrPfWyRCS0GpjIxa6,1,1,4,0.427,0.456,0.496,0.0,0.134,-6.986,0.0743,0.45,90.552,149053
5LRxdeykOfvKb1aWGrrGyo,11,1,4,0.112,0.766,0.611,0.000606,0.187,-9.251,0.0542,0.128,126.0,161190
4ztw0mBC6VBiLV79yRHDQW,8,1,4,0.0179,0.73,0.558,0.0,0.128,-6.535,0.0786,0.618,100.066,141600
0goj2jVaUvxQP2zsyt7Xol,6,0,4,0.287,0.752,0.812,2.45e-05,0.0897,-4.41,0.183,0.58,108.05,153333
1I4qk02tWmB6SOZ7xpESsR,2,0,4,0.106,0.767,0.792,0.0,0.251,-4.661,0.0465,0.534,119.998,150000
2aAyDqzwEeVIigSMFM1tNS,8,0,4,0.0119,0.578,0.862,1.79e-05,0.0744,-3.059,0.0405,0.547,100.049,157425
4AkCyd9Nlbt8JprQq9V6o2,4,1,4,0.524,0.726,0.763,2.64e-06,0.0943,-6.872,0.0882,0.516,128.02,160312
5RugEn59RTnWE4IM4uBaC9,2,0,4,0.017,0.678,0.916,0.000876,0.277,-3.344,0.12,0.412,125.944,161905
7vXEipUY3qNRK9K1lZjnfM,3,1,4,0.0511,0.489,0.766,1.35e-05,0.126,-5.84,0.0851,0.117,121.445,190645
2xbRwcylUnX881qaqf5ZZJ,11,0,4,0.222,0.666,0.855,0.0,0.502,-5.318,0.236,0.769,125.943,177143
0DhkTGjEaIHaSxTfC14BFm,1,0,4,0.0267,0.626,0.8,0.000138,0.0623,-3.988,0.035,0.258,127.966,160184
6BBD4ORMmIXeOND3kFQ1IB,2,1,4,0.0497,0.776,0.861,3.22e-05,0.0535,-3.492,0.1,0.914,122.027,175574
1raVCSLFrefcuDAzPBUoYJ,5,1,4,0.0496,0.81,0.566,4.19e-05,0.0776,-5.221,0.0371,0.701,92.978,132903
3ms9tJvFtCRqWMagyOnUAt,0,0,4,0.0507,0.73,0.767,0.0,0.145,-5.414,0.0569,0.376,122.018,167213
2miTjeieR0SzjqYuCWkBPB,2,1,4,0.0946,0.816,0.725,0.00132,0.24,-6.334,0.109,0.643,99.987,156000
5ZQoTDYVDCn9GcmKsoEHL3,7,0,4,0.0184,0.703,0.776,0.216,0.114,-4.956,0.0321,0.209,121.948,153443
7s61Kg0qZhhFj5MQW7DDIB,5,1,4,0.193,0.796,0.591,0.0248,0.0938,-6.413,0.0608,0.51,102.963,156116
4BLEnHP1FInl1u3xAbgI4n,1,0,4,0.0267,0.626,0.8,0.000133,0.0623,-3.988,0.035,0.26,127.965,160184
3YPlsrk0Voe8AOa1jyN891,9,1,4,0.0156,0.67,0.847,0.0,0.22,-3.723,0.043,0.613,150.109,158773
1ooi97uomLH2fqrxFkcpoF,6,0,4,0.283,0.744,0.627,0.00292,0.148,-9.43,0.0658,0.368,120.022,157000
3HTySujYyWa1nZdfiZVZs0,1,1,4,0.0532,0.875,0.558,2.14e-05,0.116,-6.164,0.0641,0.44,96.072,150938
3HwkJXQOyS2ZZGSjde5p3P,5,0,4,0.315,0.727,0.86,0.0034,0.0954,-6.184,0.341,0.215,111.689,131786
25c15KvAiyM8DNmDoFqwzm,9,1,4,0.0165,0.839,0.701,0.00365,0.0513,-6.029,0.0944,0.273,99.984,136200
6og27HycH2TlWP9eMulMEE,0,0,4,0.132,0.735,0.843,0.0,0.321,-4.845,0.0412,0.305,123.062,142439
4WqnZokUoswiqEmGadvXlu,9,1,4,0.172,0.779,0.928,1.65e-06,0.327,-4.12,0.221,0.737,120.028,172500
3kwL8x4afaomYsX3d4cmPL,2,1,4,0.0957,0.659,0.905,0.0,0.229,-3.113,0.144,0.382,100.009,153975
7AkLPOwjju8taQCJCaIUts,9,1,4,0.0173,0.623,0.84,0.0,0.363,-5.446,0.123,0.539,123.068,189268
3iJeF2izF1QcpCgUc97BLl,8,1,4,0.148,0.437,0.774,0.0,0.133,-4.918,0.0554,0.329,123.125,203733
54P9N8frbpn4TcOn0BYEhX,5,0,4,0.154,0.358,0.644,0.0,0.0898,-8.027,0.0811,0.436,152.085,155526
7wJFBZXG4AFQS9YwBQLkqL,1,1,4,0.0454,0.658,0.731,1.1e-05,0.344,-4.089,0.0716,0.319,90.003,159000
3sJo354zgoxfn6GH8hFBLm,8,1,4,0.214,0.709,0.602,0.0,0.0986,-6.723,0.184,0.374,108.033,144444
46W9iEjOg5nkMvb6lo4Jwz,4,1,4,0.0872,0.689,0.705,0.0,0.124,-5.357,0.0462,0.27,115.231,127826
2OAylPUDDfwRGfe0lYqlCQ,5,0,4,0.187,0.449,0.856,0.0,0.176,-4.788,0.0623,0.152,112.648,187675
6Yis2VwVcABCNVEutLgAf7,11,1,4,0.000744,0.649,0.99,0.328,0.0626,-1.888,0.112,0.208,127.964,211875
0D2GrOxDYUSEO5lPBBiQ3v,1,0,4,0.00544,0.494,0.639,0.0,0.143,-6.276,0.0324,0.235,127.997,222187
5FJWwLHbfv7K6aT6SfPYsf,5,0,4,0.206,0.757,0.785,0.0,0.159,-5.602,0.0605,0.582,101.029,159208
2zTPQYsXHHZcSs3TUMjM2I,0,0,4,0.0751,0.493,0.692,0.000869,0.161,-5.753,0.0515,0.306,111.532,157014
4O4zmAXfeldkPmRdrfW3Jj,5,1,4,0.0556,0.812,0.594,1.9e-05,0.15,-6.619,0.0781,0.623,105.988,156226
6ALOVWJZcJO70uojmNHtb6,9,0,4,0.0882,0.707,0.914,0.0833,0.112,-4.329,0.0347,0.706,135.015,170693
2vIzH4NfFGoJHA5rn1dFWT,7,0,4,0.0312,0.425,0.771,0.0,0.165,-4.293,0.0629,0.213,142.034,150528
0dY1EGwJi07EHmDr1qwyG0,5,1,4,0.591,0.396,0.211,0.000181,0.171,-15.635,0.0409,0.145,129.213,156385
2L8nPHkX7M6DjHNxnTaRvw,2,1,1,0.352,0.708,0.727,6.38e-06,0.211,-5.62,0.058,0.542,99.05,147880
4qluwGB0E43AJFDcuQwKKV,11,1,4,0.0267,0.745,0.714,0.0,0.114,-6.143,0.119,0.55,102.94,186117
1nSzCAvAvzJj5oIt7m90G0,5,0,4,0.146,0.763,0.708,0.0,0.33,-5.692,0.209,0.566,106.175,158678
1V4KGRCZuPMEBUVnJMivVx,5,0,4,0.0998,0.639,0.748,0.000864,0.407,-6.918,0.133,0.538,128.056,136406
6KQxGfOdjHMh5wT15t0gJj,9,1,4,0.0421,0.571,0.763,0.0,0.394,-6.66,0.05,0.21,99.955,161400
20Q0qLW27rm9Pq2pO1bwzK,7,0,4,0.0945,0.593,0.869,0.00428,0.184,-3.454,0.0575,0.173,128.003,187500
5QkVPG2Hf3MmAarireF6lh,8,1,4,0.2,0.529,0.698,0.0,0.185,-6.87,0.0456,0.357,142.012,152120
2rOU98Cy13yvifhme0Ovn5,10,0,4,0.0145,0.55,0.9,0.0,0.322,-4.327,0.225,0.431,150.049,142800
6bERyJwcB3qHDZMnT6Wy9p,9,0,4,0.0105,0.601,0.813,0.0,0.125,-5.233,0.0624,0.384,127.18,183307
3fsT6VEOxJz3j8cqhzK19Y,8,0,4,0.0119,0.578,0.862,1.79e-05,0.0744,-3.059,0.0405,0.547,100.049,157425
7dpnZJj7ITXcnmbmLIdEqs,3,1,4,0.0304,0.579,0.578,0.000229,0.1,-5.361,0.0283,0.356,78.582,196433
3v4MeM594dIvXU493D16Lp,5,1,4,0.000407,0.626,0.961,0.00203,0.685,-3.587,0.0688,0.669,128.008,210000
03enfjB0Jop0kRJx8AODM5,1,0,4,0.24,0.638,0.708,0.0,0.311,-5.001,0.0421,0.582,103.16,132233
5wWiCYZLUaMGXYYubEd36d,1,1,4,0.0593,0.667,0.811,0.00736,0.0648,-4.685,0.105,0.443,104.936,171464
3KkJwheQRhqALfbNqAgQ3r,0,1,4,0.0121,0.604,0.682,0.0,0.315,-5.443,0.0331,0.484,145.167,173793
2f7HKQh8zptKYnO6aIhErl,6,1,4,0.0583,0.73,0.743,0.0,0.103,-3.948,0.0417,0.475,102.023,184200
4uQcfhLIZNpiWJKS9nPz3z,5,1,4,0.0244,0.637,0.759,0.0,0.0991,-4.804,0.0809,0.304,98.035,146020
63OshgWbxCtI1WHb5C0Txd,1,0,4,0.0125,0.706,0.804,0.0,0.332,-5.378,0.0601,0.211,100.052,219400
7mbbGuqfaIIFHImIwu45Xi,0,0,4,0.0209,0.433,0.82,0.0,0.292,-2.84,0.0924,0.536,203.968,175000
0Ye1olMyvB2rLjZ4vlYVWI,8,1,4,0.081,0.775,0.559,0.0,0.219,-5.89,0.0417,0.408,100.042,161120
3N9YuL395rE4qNyHMsvOWC,0,1,4,0.333,0.502,0.78,0.0,0.72,-4.547,0.244,0.607,122.688,183341
5JLDDfDzrRYreGS13X8wec,1,0,4,0.117,0.665,0.696,0.0,0.0505,-7.083,0.0353,0.609,100.022,183671
25FAIsGzBQ4nOHglPi6NWY,4,0,4,0.113,0.7,0.751,0.00129,0.241,-3.853,0.0566,0.246,124.027,188347
7IMGshuSNOXHgmboboPpIH,8,1,4,0.309,0.701,0.816,7.79e-05,0.153,-5.95,0.0608,0.316,125.068,173040
30eirMgaGW0OpA3Yi8U4bL,7,0,4,0.19,0.774,0.577,0.0,0.642,-8.009,0.0694,0.636,124.002,171774
3a9AXyLB5KpcouPstVfXvb,1,0,4,0.0675,0.661,0.642,4.94e-05,0.148,-7.315,0.0295,0.353,100.014,166800
7DXXu7OsYGe6Ulq2eoIYzC,11,1,4,0.000388,0.709,0.84,0.472,0.157,-7.293,0.123,0.0639,124.078,194516
34mowgpYk8cnLLiIvEzWBm,9,1,4,0.00501,0.616,0.715,2.11e-06,0.178,-4.711,0.0494,0.291,104.961,184714
3habomq2nwlaN5Jqrl5PT8,5,1,4,0.321,0.723,0.445,0.00133,0.156,-9.084,0.0401,0.422,128.996,174651
5tsZgJv9QqdrIqxU9piCku,9,0,4,0.158,0.59,0.919,0.000214,0.0595,-3.314,0.146,0.133,126.926,190866
6gXTlkZQjtNo5j3Kp86H4G,2,0,4,0.0728,0.672,0.763,0.0,0.135,-3.864,0.0565,0.318,139.94,147000
4Ux0Y0eQYv4HJPvuxioosx,6,0,4,0.162,0.652,0.595,0.0,0.148,-6.944,0.0419,0.303,77.538,156000
4soJPaN3etpZC72tHZztw3,10,1,4,0.0128,0.705,0.949,0.6,0.27,-3.575,0.0454,0.274,128.014,232500
7tn7a295NLvkkHVs0RjdHH,7,1,4,0.0394,0.694,0.913,3.41e-05,0.108,-4.105,0.0556,0.283,97.01,137320
7qbjS6uKZlv7K08CNcEqYR,3,0,4,0.329,0.766,0.698,0.0,0.0835,-7.549,0.228,0.204,123.926,158710
1BmdqDrBU5eohtRwHBls6C,0,0,4,0.0917,0.75,0.81,1.59e-05,0.111,-4.607,0.0572,0.48,120.038,171500
76pD98ghY1Hl05aDXzuFmq,8,1,4,0.081,0.775,0.559,0.0,0.219,-5.89,0.0417,0.408,100.042,161120
54VhMO14MfyB9I9IUtjR6p,0,1,4,0.211,0.748,0.406,0.0,0.042,-7.462,0.0343,0.386,79.988,158062
0Nm6r6eJzNsYSfcisUJESC,4,0,4,0.0485,0.762,0.857,0.00801,0.43,-5.808,0.0668,0.773,110.014,128455
5cImOblhS97lw6MvbPupUu,5,0,4,0.0211,0.448,0.856,2e-05,0.2,-3.162,0.0537,0.511,127.977,169102
58Qbbe6mHYiT6mOwpHGm4S,0,1,4,0.214,0.616,0.748,2.11e-05,0.161,-6.711,0.101,0.338,100.034,158400
3gfmFoJgmn9LiIj5mV8oSS,6,0,4,0.162,0.652,0.595,0.0,0.148,-6.944,0.0419,0.303,77.538,156000
1CPUilWsYY4I5nzXuTN8Gj,6,1,4,0.44,0.666,0.496,0.0,0.186,-6.061,0.176,0.633,141.182,138298
2TznqL40ViRp3ml3IRmusl,2,0,4,0.0349,0.74,0.745,1.38e-06,0.0752,-4.424,0.206,0.498,106.952,218131
7CTyBvcRHWso8oUcvyNkLt,11,0,4,0.19,0.542,0.695,0.000184,0.515,-7.566,0.0559,0.435,144.007,155000
3XLKvimqONwDWeSmr1QY1v,6,0,4,0.0525,0.354,0.854,0.0,0.331,-4.587,0.294,0.407,74.994,162400
5sYxtT5C8uAzGbplBcjLYB,11,0,4,0.0154,0.631,0.858,0.00789,0.263,-5.978,0.0754,0.365,137.982,188696
28dE98TER0FDRbPgXEvPAI,8,1,4,0.494,0.556,0.188,0.0,0.119,-12.161,0.0316,0.184,138.091,145217
0bbM9yJYKSi8PSubMQaUYu,11,0,4,0.149,0.691,0.872,0.0,0.143,-4.106,0.218,0.588,125.934,162467
3YkjO4AGex0WdxDansILAy,0,0,4,0.018,0.701,0.874,1.07e-06,0.0967,-4.598,0.0503,0.309,121.939,150984
6GCJDM58eE02M06FJDLlYp,2,1,4,0.00193,0.662,0.877,0.00644,0.0775,-3.592,0.0557,0.441,127.994,200628
6Sq3AiBZZEfiF21x6ESrI6,0,0,4,0.00918,0.507,0.813,0.0,0.259,-5.7,0.0494,0.501,145.195,186207
5UzrHG9CEDqnTdo5pVh6Es,1,1,4,0.299,0.665,0.452,0.0,0.113,-7.81,0.0339,0.424,159.938,157312
091v7TIPqq4LeZFFEQapev,4,1,4,0.0485,0.597,0.735,0.0,0.371,-5.123,0.0416,0.188,126.037,179048
4OwDB9U8SgzGEUMQHHz8MY,10,0,4,0.0752,0.602,0.591,0.000876,0.133,-7.668,0.034,0.263,128.014,174492
7t7dB5zK28YjV2K6nUq7nJ,0,1,4,0.0182,0.713,0.707,0.0,0.0804,-6.11,0.086,0.598,117.021,120738
6hRUwR2t6iD91wZKPae3NM,5,0,4,0.0148,0.355,0.789,0.0,0.0355,-4.358,0.165,0.169,80.444,237686
4aimS7UJHeBfF0eJDhIGBH,6,0,4,0.203,0.558,0.818,0.0,0.221,-3.871,0.0565,0.452,92.005,173478
3nYfqA3PfaFBS0hNtBp6CX,7,1,4,0.698,0.487,0.364,0.000644,0.104,-11.624,0.0443,0.222,169.998,195971
6KpwFKnUdpF98NSi81YUdH,1,0,4,0.006,0.788,0.921,0.00372,0.105,-3.21,0.055,0.551,128.007,228754
6Q3UeUxwnnqeSzTs4pLdWO,5,0,4,0.00375,0.444,0.912,5.65e-05,0.362,-3.047,0.106,0.424,160.053,185250
3wgHRiN7KQHoKGlUpEbXH2,1,1,4,0.148,0.583,0.754,8.24e-05,0.268,-7.216,0.178,0.593,116.622,173034
22wRDjYhgg2oQILsLcXi8w,10,0,4,0.797,0.56,0.28,0.0,0.159,-11.245,0.0392,0.722,143.854,149167
02rbSCTm2smTIZ6d8im2NP,4,1,4,0.0571,0.799,0.802,1.06e-06,0.269,-5.428,0.154,0.339,118.997,147605
6Wosx2euFPMT14UXiWudMy,9,0,4,0.025,0.603,0.723,0.0,0.0824,-5.89,0.0454,0.382,114.975,138913
4pvzQcbB029PYbSNje7Zw8,4,0,4,0.0383,0.715,0.865,0.0176,0.0885,-4.682,0.0615,0.338,127.965,181875
43VLjadsOfoCFiJF7CPxLl,8,0,4,0.0803,0.697,0.806,2.92e-06,0.0883,-4.245,0.0489,0.496,97.06,152165
2SUjxqF116QBR82Dzrx7af,0,1,4,0.391,0.647,0.367,0.0,0.302,-8.674,0.0304,0.452,152.932,153726
6rMwYjoFvxKiaEH4If8ZpZ,11,0,4,0.00426,0.673,0.859,0.015,0.128,-3.007,0.056,0.111,127.978,256560
5TZum2oOnlHQf1aLdiEbe9,4,1,4,0.0681,0.325,0.677,0.0,0.0976,-5.271,0.0863,0.16,77.499,164250
5YncMl3WSmzvwkiIU2K8cl,0,0,4,0.027,0.632,0.826,4.77e-05,0.0949,-4.342,0.0486,0.679,141.925,159338
5BySyhSTkCqTlO3HYEcO95,6,1,4,0.577,0.62,0.406,0.0,0.099,-9.419,0.0416,0.224,90.048,165333
7mcI6Gpufrz5PF94xUVDeC,0,0,4,0.0549,0.518,0.647,0.0,0.117,-7.198,0.178,0.305,176.453,155280
0MES9KxrW8EOE7xE8QoZUz,4,0,4,0.0583,0.516,0.786,1.77e-06,0.662,-5.514,0.106,0.182,130.069,174500
1AUZx5a22a1ihyWtpaVoK7,0,1,4,0.0125,0.678,0.9,0.0,0.307,-3.746,0.126,0.415,107.955,197500
65fuIKcApqlMU4gVnptigx,5,0,4,0.0569,0.547,0.859,0.0,0.271,-3.762,0.0392,0.379,128.05,212344
2OLRN5MvaNKBilhP9yv0tH,7,0,4,0.106,0.653,0.697,0.0,0.0607,-4.092,0.0519,0.499,94.846,164917
7wq03S8As2bkB6dSnXd63j,7,0,4,0.00835,0.659,0.683,0.0,0.625,-5.485,0.0488,0.278,99.987,199360
0DPInrOe0yadxa2FdaA1PN,10,0,4,0.0189,0.798,0.756,0.000143,0.15,-6.575,0.0878,0.699,115.947,144828
4nSDyc7YOr4JADylhhhAAn,0,0,4,0.0516,0.676,0.772,0.00026,0.157,-4.754,0.0487,0.214,127.949,176250
4p6f1OTeGSJZwva6HrhQka,9,1,4,0.297,0.632,0.683,2.23e-06,0.108,-5.742,0.246,0.428,100.264,138750
1AhgsRpPaoqejpJi97I7f1,0,1,4,0.454,0.326,0.647,0.0,0.179,-7.131,0.0455,0.524,88.523,189943
0rtYRtOYiXy8islpKQQm7Z,5,0,4,0.161,0.722,0.705,1.63e-06,0.113,-5.821,0.0505,0.533,124.016,211093
68Har8rtDioPCYXry1iSSY,11,0,4,0.417,0.625,0.733,0.0,0.261,-6.776,0.124,0.507,117.959,195613
4owZgn8PCpafrhBzJD7wNj,5,1,4,0.0479,0.587,0.801,0.0,0.454,-4.309,0.111,0.212,125.025,193920
