id,name,popularity,genre,album,artists,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms
3VA4sjTMSTTF02hFGmlpJh,crushcrushcrush,65,alternative;alternative;punk;punk,Riot!,Paramore,1,0,4,0.000218,0.631,0.793,5.65e-05,0.0976,-4.086,0.0468,0.648,136.96,189373
0BCPKOYdS2jbQ8iyB56Zns,Clocks,77,alternative;alternative;alternative;alternative;alternative;alternative;alternative;chill;chill;chill;chill;chill;chill;chill;happy;happy;happy;happy;happy;happy;happy;piano;piano;piano;piano;piano;piano;piano;sad;sad;sad;sad;sad;sad;sad;sleep;sleep;sleep;sleep;sleep;sleep;sleep;study;study;study;study;study;study;study,A Rush of Blood to the Head,Coldplay,5,0,4,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,0.255,130.97,307880
6zQyu8L8yUuJkl6LbQ6iKU,Cardiac Arrest,63,alternative,Language & Perspective,Bad Suns,1,1,4,0.0521,0.616,0.88,0.000717,0.0539,-3.59,0.042,0.751,94.011,182518
1Cwsd5xI8CajJz795oy4XF,You Get What You Give,74,alternative,Maybe You've Been Brainwashed Too,New Radicals,2,1,4,0.17,0.621,0.901,0.0,0.0875,-5.396,0.0302,0.744,113.967,300773
46Kcradxrva9Dny4lHU1b3,Miss Jackson (feat. LOLO),67,alternative,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco;LOLO,2,1,4,0.00394,0.642,0.873,0.0,0.175,-5.821,0.0551,0.662,82.002,192053
6Qj1WXW41Mn3Fh9V2sHphM,On Top Of The World,58,alternative;alternative;alternative;alternative;alternative;alternative;alternative;alternative;alternative;alternative;children;children;children;children;children;children;children;children;children;children;disco;disco;disco;disco;disco;disco;disco;disco;disco;disco;folk;folk;folk;folk;folk;folk;folk;folk;folk;folk;happy;happy;happy;happy;happy;happy;happy;happy;happy;happy;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;road-trip;road-trip;road-trip;road-trip;road-trip;road-trip;road-trip;road-trip;road-trip;road-trip;sleep;sleep;sleep;sleep;sleep;sleep;sleep;sleep;sleep;sleep;summer;summer;summer;summer;summer;summer;summer;summer;summer;summer;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop,Night Visions,Imagine Dragons,0,1,4,0.0893,0.635,0.926,4.53e-06,0.0928,-5.589,0.151,0.761,100.048,189840
6ZWn1MVUaBH2HNQobhMYeE,Little Black Submarines - Radio Edit [radio edit],49,alternative,Little Black Submarines (Radio Edit),The Black Keys,2,1,4,0.141,0.299,0.706,3.58e-05,0.0703,-5.421,0.0687,0.247,94.263,204693
7JNzuzPA578kryw1T49Nw2,Brothers,42,alternative;alternative;psych-rock;psych-rock,Slave Ambient,The War On Drugs,8,1,4,0.0414,0.519,0.871,0.741,0.16,-8.115,0.0482,0.506,111.951,269000
1YI0uK36eupTmw9F8kHysr,Sunday Morning,68,alternative;alternative;alternative;alternative;chill;chill;chill;chill;sleep;sleep;sleep;sleep;summer;summer;summer;summer,Songs About Jane,Maroon 5,0,1,4,0.0745,0.607,0.76,0.0,0.0595,-5.229,0.0482,0.805,88.059,244867
4wzt5Rrk3W98pHXAqutuJw,Talk,63,alternative;alternative;british;british,X&Y,Coldplay,7,0,4,0.00541,0.415,0.554,0.00202,0.155,-10.839,0.0334,0.163,120.318,311292
1tT1tIZAINzFZyjoPKtg7C,Dammit,45,alternative;alternative;road-trip;road-trip,Can't Hardly Wait,blink-182,0,1,4,1.32e-05,0.347,0.975,0.000167,0.1,-4.847,0.0845,0.287,110.487,166933
55WRTqL0jV9U63Z8oPH0cf,Naked By The Computer,14,alternative,Between The Buried And Me,Between The Buried And Me,11,0,3,9.63e-05,0.263,0.935,0.811,0.156,-5.748,0.0663,0.113,97.391,333947
2PlP2rRrgSz8lC7MpH3e4e,Let’s Go,54,alternative;alternative;road-trip;road-trip,Lightning,Matt and Kim,2,1,4,0.391,0.656,0.677,1.92e-06,0.118,-6.929,0.0285,0.57,112.014,210747
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,77,alternative,Superunknown (Deluxe Edition),Soundgarden,6,1,4,0.000217,0.35,0.828,0.000161,0.0774,-5.373,0.041,0.147,105.435,318587
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,76,alternative;alternative;alternative;alternative;alternative;garage;garage;garage;garage;garage;grunge;grunge;grunge;grunge;grunge;punk-rock;punk-rock;punk-rock;punk-rock;punk-rock;study;study;study;study;study,Weezer (Green Album),Weezer,4,0,4,0.00719,0.654,0.81,0.00251,0.165,-6.26,0.0288,0.661,114.623,200307
5zM0R4G7GY8bbB7SfaVyav,Just Breathe,48,alternative;alternative;alternative;chill;chill;chill;rainy-day;rainy-day;rainy-day,Backspacer,Pearl Jam,0,1,4,0.721,0.473,0.348,7.42e-05,0.0823,-11.1,0.0288,0.283,107.819,215853
0lHSJ0ZP8uUPnJXhMdGjOK,Attack,56,alternative,A Beautiful Lie,Thirty Seconds To Mars,5,0,4,0.00332,0.333,0.877,0.00101,0.769,-1.894,0.0603,0.285,175.095,188187
3oap5wNMWwX1dT3AVKwLzH,Nine in the Afternoon - Single Mix,57,alternative,Pretty. Odd.,Panic! At The Disco,10,1,4,0.0843,0.405,0.689,0.0,0.207,-5.75,0.0365,0.397,155.189,191560
7vjzFWG4neQ9YYMN9yZ9hr,Helicopter,58,alternative;alternative;alternative;british;british;british;guitar;guitar;guitar,Silent Alarm (U.S. Version),Bloc Party,11,0,4,0.000139,0.47,0.952,0.00283,0.386,-3.641,0.134,0.398,170.058,220573
50FgfudO6MUkdP3XMIf1hh,Winter Winds,54,alternative;alternative;alternative;alternative;alternative;alternative;british;british;british;british;british;british;folk;folk;folk;folk;folk;folk;happy;happy;happy;happy;happy;happy;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;study;study;study;study;study;study,Sigh No More,Mumford & Sons,7,1,3,0.221,0.324,0.494,0.0,0.347,-7.274,0.0319,0.39,125.766,219680
6Wx88Mv6b9ofjKMKkdwOJd,New Divide,69,alternative;alternative;alternative;punk-rock;punk-rock;punk-rock;rock;rock;rock,Transformers: Revenge Of The Fallen The Album,Linkin Park,5,0,4,0.000235,0.493,0.808,0.0,0.0983,-3.365,0.0362,0.38,117.971,268613
2igLxzAsBpZFfwra3RTyHK,Jump into the Fog,49,alternative,The Wombats Proudly Present... This Modern Glitch,The Wombats,4,1,4,0.00214,0.462,0.897,0.0,0.254,-7.168,0.0516,0.671,157.948,232341
2LGdO5MtFdyphi2EihANZG,Knee Socks,71,alternative,AM,Arctic Monkeys,11,0,4,0.123,0.665,0.542,0.00291,0.342,-8.323,0.033,0.587,97.975,257563
1A5V1sxyCLpKJezp75tUXn,Closing Time,68,alternative;alternative;power-pop;power-pop,20th Century Masters: The Millennium Collection: Best Of Semisonic,Semisonic,7,1,4,0.0204,0.478,0.854,1.21e-06,0.115,-5.454,0.0289,0.274,91.854,274160
0xAOmpRlrqsr0afkC3NzVU,Ok Pal,38,alternative,"Hurry Up, We're Dreaming",M83,6,1,4,0.00586,0.532,0.898,4.13e-05,0.0992,-4.648,0.0538,0.237,105.973,238120
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,76,alternative;alternative;sleep;sleep,Away From The Sun,3 Doors Down,10,0,4,0.0492,0.557,0.533,0.0,0.205,-6.817,0.0252,0.233,143.994,238733
29YBihzQOmat0U74k4ukdx,Ironic,62,alternative,The Collection (Standard Edition),Alanis Morissette,11,1,4,0.245,0.456,0.635,0.0,0.194,-5.731,0.0573,0.293,170.652,228573
3HE50TVRquwXe9yv2HFoNL,Never Too Late,69,alternative;alternative;sad;sad,One-X,Three Days Grace,2,0,4,0.00838,0.433,0.778,0.0,0.163,-4.68,0.0371,0.217,149.864,209333
23NPGXlSaIqWzvxIRhM2oG,Under the Bridge,62,alternative;alternative;alternative;grunge;grunge;grunge;road-trip;road-trip;road-trip,Greatest Hits,Red Hot Chili Peppers,4,1,4,0.0168,0.554,0.49,0.000534,0.136,-8.046,0.0457,0.513,84.275,265507
01nkjRsgpYwtbH94l7y4cg,Itchin' on a Photograph,54,alternative,Never Trust a Happy Song,Grouplove,6,1,4,0.137,0.501,0.877,0.0,0.309,-6.369,0.0484,0.268,96.993,259507
7K2vo9oSUzFgmtIXNYegzP,Fire,44,alternative,Fire,Kasabian,10,1,4,0.0867,0.526,0.741,0.128,0.108,-5.663,0.0311,0.17,117.031,251947
5v6fwkgHeF0N32LmEoQyQB,TenTwentyTen,52,alternative,ActorCaster,Generationals,9,1,4,0.0289,0.622,0.829,0.00532,0.0749,-5.066,0.0482,0.752,86.069,202613
6HTVZeVQ9J6Uiq6tHESxU9,"Welcome Home, Son",71,alternative;alternative;alternative;rainy-day;rainy-day;rainy-day;singer-songwriter;singer-songwriter;singer-songwriter,Ghost,Radical Face,6,1,3,0.723,0.587,0.497,0.782,0.142,-10.757,0.0307,0.401,144.972,287634
2rmoeBqloVIhg7Zb20n5Sq,Give It Away,49,alternative,Greatest Hits,Red Hot Chili Peppers,9,0,4,0.00579,0.683,0.989,0.00108,0.0964,-2.092,0.0616,0.781,91.558,284267
2bJLz8MLjgBz0OgteL9n1b,Screaming Skull,8,alternative,Screaming Skull,King Tuff,5,1,4,0.000193,0.351,0.863,0.0385,0.142,-6.021,0.041,0.673,147.477,231000
56dIfld2EW00CPbB3zA6GE,Kaputt,45,alternative,Kaputt,Destroyer,4,1,4,0.0755,0.647,0.721,0.121,0.169,-8.918,0.0341,0.546,109.967,377973
0OYcEfskah1egYHjYRvbg1,Shadow of the Day,67,alternative;alternative;sad;sad,Minutes to Midnight,Linkin Park,11,1,4,0.00479,0.534,0.393,0.0107,0.107,-7.813,0.0292,0.0641,110.007,290360
1XPta4VLT78HQnVFd1hlsK,Today,56,alternative,(Rotten Apples) The Smashing Pumpkins Greatest Hits,The Smashing Pumpkins,8,1,4,2.53e-05,0.476,0.855,0.69,0.049,-6.046,0.0265,0.408,82.955,202133
2MVwrvjmcdt4MsYYLCYMt8,Tighten Up,63,alternative;alternative;alternative;alternative;chill;chill;chill;chill;rock-n-roll;rock-n-roll;rock-n-roll;rock-n-roll;summer;summer;summer;summer,Brothers,The Black Keys,6,0,4,0.00121,0.504,0.705,4.12e-06,0.453,-6.179,0.0665,0.567,108.965,211080
0gbLfFlEyVHiKzlZIb0gce,How Far We've Come,60,alternative,Exile on Mainstream,Matchbox Twenty,0,1,4,0.00452,0.566,0.906,0.0,0.21,-5.092,0.0642,0.787,83.0,212253
1KHOOsJUHBy82PCZVV8Lmd,Gasoline,37,alternative,A Is For Alpine,Alpine,10,1,4,0.0828,0.62,0.621,0.0,0.333,-3.713,0.0276,0.803,85.994,201800
507bYMYfbm6sUS9iEAaeSd,Broken,70,alternative;alternative;alternative;rock-n-roll;rock-n-roll;rock-n-roll;sleep;sleep;sleep,Disclaimer II,Seether;Amy Lee,3,0,4,0.0102,0.448,0.61,0.000491,0.135,-2.695,0.0342,0.214,123.762,258333
1kUmkp42FTNSl5bZmjj5Xq,I'm a Mess,11,alternative,Grammar,Body Language,1,0,4,0.392,0.682,0.592,7.11e-05,0.135,-7.225,0.0439,0.772,93.202,182365
5rDRyDvVW3pY1Fk4cPhr0q,Cold,10,alternative,Cold,Blood Red Shoes,4,0,4,0.00118,0.284,0.942,0.0,0.089,-4.022,0.168,0.15,159.6,210410
6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,73,alternative;alternative;happy;happy,Hot Fuss,The Killers,10,0,4,9.04e-05,0.497,0.97,0.000674,0.101,-4.851,0.0836,0.689,138.081,197200
73rXtIItWU8symwYF0bEB8,I Don't Care,44,alternative;alternative;punk-rock;punk-rock,Believers Never Die - Greatest Hits,Fall Out Boy,6,0,4,0.0018,0.532,0.923,1.29e-05,0.339,-3.837,0.058,0.516,133.976,218880
5PntSbMHC1ud6Vvl8x56qd,Loser,70,alternative;alternative;alternative;alternative;alternative;alternative;grunge;grunge;grunge;grunge;grunge;grunge;guitar;guitar;guitar;guitar;guitar;guitar;road-trip;road-trip;road-trip;road-trip;road-trip;road-trip;rock;rock;rock;rock;rock;rock;singer-songwriter;singer-songwriter;singer-songwriter;singer-songwriter;singer-songwriter;singer-songwriter,Mellow Gold,Beck,2,1,4,0.0337,0.654,0.611,0.000178,0.405,-10.45,0.119,0.786,85.387,235000
2XYRxeXd56lzqTBzO41ARO,Mona Lisa,29,alternative,Parallax,Atlas Sound,7,1,4,0.339,0.551,0.788,0.000582,0.0945,-10.594,0.0337,0.792,124.995,185827
6nek1Nin9q48AVZcWs9e9D,Paradise,81,alternative;alternative;alternative;alternative;alternative;alternative;chill;chill;chill;chill;chill;chill;happy;happy;happy;happy;happy;happy;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;sad;sad;sad;sad;sad;sad;sleep;sleep;sleep;sleep;sleep;sleep,Mylo Xyloto,Coldplay,5,1,4,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,0.0268,0.212,139.631,278719
2nLtzopw4rPReszdYBJU6h,Numb,82,alternative;alternative;alternative;guitar;guitar;guitar;rock-n-roll;rock-n-roll;rock-n-roll,Meteora,Linkin Park,9,1,4,0.0046,0.496,0.863,0.0,0.639,-4.153,0.0381,0.243,110.018,185587
43O3Iu8mDJy10i6k8SVRXX,Take It or Leave It,56,alternative,Melophobia,Cage The Elephant,0,1,4,0.0289,0.71,0.847,0.000332,0.0613,-3.009,0.0892,0.65,119.943,207320
2jZgzSxNSg1hTCq0ewWHGJ,Junk Of The Heart (Happy),65,alternative,Junk Of The Heart,The Kooks,2,1,4,0.0212,0.604,0.894,0.0,0.0299,-5.0,0.037,0.901,145.017,187253
3VEFybccRTeWSZRkJxDuNR,Peaches,65,alternative,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents Of The United States Of America,1,0,4,0.0146,0.417,0.849,0.000387,0.0673,-4.199,0.0481,0.594,94.267,171693
4nzyOwogJuWn1s6QuGFZ6w,My Name Is Jonas,61,alternative,Weezer,Weezer,11,1,3,0.00021,0.295,0.94,0.00106,0.276,-5.247,0.0449,0.58,186.186,204293
30SjdIdTMhBSe33nFnBFkC,Temple,57,alternative,Mechanical Bull (Expanded Edition),Kings of Leon,9,1,4,0.00087,0.475,0.644,0.279,0.123,-7.782,0.0326,0.568,149.838,250453
04Jk0uP8SbDHLyAKfRctNQ,Big Me,46,alternative,Greatest Hits,Foo Fighters,0,1,4,0.39,0.558,0.817,0.0,0.137,-5.958,0.038,0.874,130.956,132333
4Wvr1YaxNsCujq77dKujys,Believe,57,alternative,The Sun And The Moon,The Bravery,8,1,4,0.00501,0.385,0.949,2.13e-06,0.113,-3.369,0.0459,0.517,166.137,226347
04xogwJOuihGJT6oUatJ1N,Flood's New Light,24,alternative;alternative;garage;garage,Putrifiers II,Thee Oh Sees,10,0,4,0.000224,0.466,0.832,0.042,0.186,-5.823,0.0333,0.778,136.773,151947
3XjsdEun6XcO2Gs4lJCueH,The Stranger,45,alternative,Mighty,Lord Huron,7,1,1,0.277,0.244,0.595,0.718,0.222,-9.186,0.0343,0.225,106.397,339331
3dOAXUx7I1qnzWzxdnsyB8,Lonely Boy,60,alternative;alternative;alternative;indie-pop;indie-pop;indie-pop;road-trip;road-trip;road-trip,Lonely Boy,The Black Keys,2,1,4,0.00417,0.356,0.872,0.00975,0.0997,-7.837,0.068,0.607,166.3,193653
19K3lUMJmOdeuOBTrbLm19,Weekend Wars,58,alternative;alternative;psych-rock;psych-rock,Oracular Spectacular,MGMT,5,1,4,0.0964,0.549,0.859,2.36e-05,0.322,-3.993,0.0361,0.69,77.013,250773
5lF3QADoOib1P028Dj0hbn,Flaws,38,alternative,Flaws,Bastille,8,1,4,0.367,0.579,0.656,1.17e-06,0.0812,-7.09,0.035,0.423,144.091,217865
7ouMYWpwJ422jRcDASZB7P,Knights of Cydonia,69,alternative;alternative;british;british,Black Holes and Revelations,Muse,11,0,4,0.000273,0.366,0.963,0.0122,0.115,-5.301,0.142,0.211,137.114,366213
1JBa9B1iA4yNVpJ5wVGrZH,From Yesterday,57,alternative;alternative;emo;emo,A Beautiful Lie,Thirty Seconds To Mars,10,1,4,0.00578,0.468,0.876,0.00625,0.035,-4.841,0.0692,0.13,135.062,247373
0GO8y8jQk1PkHzS31d699N,Tongue Tied,83,alternative;alternative;alternative;alternative;alternative;indie-pop;indie-pop;indie-pop;indie-pop;indie-pop;study;study;study;study;study;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;work-out;work-out;work-out;work-out;work-out,Never Trust a Happy Song,Grouplove,3,1,4,0.00847,0.56,0.936,0.0,0.161,-5.835,0.0439,0.371,112.96,218013
5jkYnHE9iXmgwzHLgFP0Hv,Run,34,alternative;alternative;sad;sad,Final Straw,Snow Patrol,9,0,4,0.00958,0.428,0.523,0.000159,0.283,-5.304,0.0315,0.113,74.506,355453
4MoiNtMeGRzQ3KjdETmogz,Stubborn Love,54,alternative;alternative;alternative;alternative;bluegrass;bluegrass;bluegrass;bluegrass;rainy-day;rainy-day;rainy-day;rainy-day;sad;sad;sad;sad,The Lumineers,The Lumineers,0,1,4,0.611,0.594,0.556,0.0183,0.208,-11.654,0.037,0.24,114.987,279000
3G6hD9B2ZHOsgf4WfNu7X1,Team,75,alternative;alternative;alternative;alternative;alternative;alternative;alternative;alternative;children;children;children;children;children;children;children;children;chill;chill;chill;chill;chill;chill;chill;chill;new-age;new-age;new-age;new-age;new-age;new-age;new-age;new-age;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;rainy-day;sleep;sleep;sleep;sleep;sleep;sleep;sleep;sleep;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;synth-pop;turkish;turkish;turkish;turkish;turkish;turkish;turkish;turkish,Pure Heroine,Lorde,6,1,4,0.167,0.69,0.578,0.0,0.305,-7.436,0.0929,0.416,99.961,193059
77eRSoQbDt4qHlAhUqovmy,Nice to Know You,59,alternative,Morning View,Incubus,2,1,4,0.00182,0.515,0.864,7.32e-05,0.108,-5.384,0.0478,0.232,153.966,283160
541ShCyTRVDQ2gTu0O3I9B,Out Of The Game,26,alternative,Out Of The Game,Rufus Wainwright,9,1,4,0.179,0.639,0.645,0.00388,0.0987,-6.052,0.0265,0.623,113.083,245973
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,76,alternative;alternative;alternative;alternative;alternative;guitar;guitar;guitar;guitar;guitar;indie-pop;indie-pop;indie-pop;indie-pop;indie-pop;road-trip;road-trip;road-trip;road-trip;road-trip;turkish;turkish;turkish;turkish;turkish,Hot Fuss,The Killers,1,1,4,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,0.232,148.017,222587
2QhURnm7mQDxBb5jWkbDug,Don't Panic,66,alternative,Parachutes,Coldplay,0,1,4,0.206,0.602,0.612,0.00607,0.107,-8.409,0.0335,0.453,122.062,136867
6Wuv7MrhesuDsuGv8vcrOd,Soul Meets Body,57,alternative,Plans,Death Cab for Cutie,2,0,4,0.124,0.63,0.772,0.000432,0.116,-8.366,0.0251,0.717,128.133,230907
56sk7jBpZV0CD31G9hEU3b,Animal I Have Become,73,alternative,One-X,Three Days Grace,8,1,4,0.000684,0.553,0.853,0.0,0.126,-3.668,0.0339,0.506,122.023,231400
4wzjNqjKAKDU82e8uMhzmr,Face Down,75,alternative;alternative;punk-rock;punk-rock,Don't You Fake It,The Red Jumpsuit Apparatus,7,0,4,0.000665,0.545,0.932,0.0,0.127,-2.189,0.0399,0.464,92.956,192000
2IvNxLl01CTAfCOA103Tgx,No One's Gonna Love You,57,alternative,Cease To Begin,Band of Horses,1,1,4,0.122,0.313,0.894,0.0,0.0925,-3.579,0.0294,0.363,149.044,217333
1RjP07A2H4WMmozQidd9x7,Dive,48,ambient,Dive,Tycho,6,0,4,0.0152,0.629,0.802,0.918,0.388,-8.32,0.102,0.578,140.067,499791
1H64w8li89cJfI9tx3iBBf,Amo Bishop Roden [Chosen by Warp co-founder Steve Beckett],16,ambient,Warp20 (Chosen),Boards of Canada,8,0,4,0.0354,0.585,0.537,0.91,0.121,-11.216,0.0348,0.29,139.972,373080
24MVyMwRH2GLkDygqytRIW,Dauðalogn,39,ambient,Valtari,Sigur Rós,2,1,5,0.851,0.175,0.345,0.892,0.454,-10.739,0.0328,0.0348,133.148,396707
6uoM7KHsyJsHZqBQHKjQbc,Black Sands,56,ambient;ambient;study;study,Black Sands,Bonobo,0,0,3,0.732,0.525,0.499,0.936,0.0966,-9.023,0.0246,0.338,87.989,408960
3EYY3nTXuPK2ALAaZoc8u3,Dark Eyed Sister - 2005 Digital Remaster,33,ambient,The Pearl,Harold Budd;Brian Eno,6,1,4,0.958,0.137,0.00746,0.932,0.0774,-32.135,0.0403,0.084,70.895,282400
5hbTbKQXJuZ0qFVerk6jRp,Emerald and Lime,42,ambient,Small Craft On A Milk Sea,Brian Eno;Jon Hopkins;Leo Abrahams,11,1,4,0.969,0.0736,0.0983,0.914,0.102,-21.111,0.0419,0.0346,78.008,182373
3VtmlgRTwp39t1MsL3NrF5,Twins,35,ambient,Breakers,Gem Club,9,0,4,0.974,0.257,0.0673,0.0882,0.116,-16.34,0.036,0.042,115.956,259733
5K58ZWWb2ecuEDwQhQ6Dt0,Grand Dome,15,ambient,Cirque,Biosphere,1,0,4,0.699,0.662,0.178,0.869,0.117,-24.975,0.0521,0.166,95.068,336253
1bq6dvKwiL9Bn8j5tAW3Oi,Do Androids Dream?,18,ambient,The Crossing,Cleveland Wehle,4,0,4,0.94,0.0678,0.119,0.898,0.0969,-27.362,0.0406,0.0383,61.429,563867
1HIqg2z8C1G6xGNNn0vMhl,Alone,21,ambient,"Fahrenheit Project, Pt. 5",Jaia,5,0,4,0.654,0.545,0.371,0.751,0.82,-17.838,0.0272,0.154,139.987,480493
6DsGpDGIDRv8EFGgW10T1p,Nevergreen,55,ambient,Safe In the Steep Cliffs,Emancipator,3,0,4,0.398,0.523,0.411,0.87,0.148,-9.797,0.0276,0.236,170.935,215960
35RflWrwj2NsVc3PhqkN93,Blankets of Night,23,ambient,Kenotic,Hammock,11,1,3,0.143,0.186,0.418,0.934,0.202,-9.839,0.0383,0.257,120.13,479693
12fCSA3xFOxf9cUEXcLehx,The Birth And Death Of The Day,38,ambient;ambient;study;study,All of a Sudden I Miss Everyone,Explosions In The Sky,9,1,3,0.0286,0.131,0.569,0.866,0.167,-9.925,0.0534,0.0392,177.06,469720
1vgSaC0BPlL6LEm4Xsx59J,An Ending (Ascent) - Remastered 2005,59,ambient;ambient;ambient;new-age;new-age;new-age;soundtracks;soundtracks;soundtracks,Apollo,Brian Eno,8,1,3,0.932,0.257,0.0906,0.985,0.0786,-25.381,0.07,0.0451,67.46,266200
0cQ8UYt71w8QMVZbBcKI74,Vargtimme,18,ambient,Eingya,Helios,10,0,4,0.993,0.0634,0.141,0.961,0.0662,-21.686,0.0395,0.0357,71.358,237800
4O0Yww5OIWyfBvWn6xN3CM,Divenire,54,ambient,Divenire,Ludovico Einaudi,7,1,3,0.914,0.144,0.21,0.883,0.0694,-15.425,0.0344,0.084,88.771,404253
2k4lObFAPNWU5UTUKVtmUK,Operation Costs,28,ambient,A Certain Distance,Lusine,8,0,4,0.462,0.539,0.562,0.77,0.109,-9.296,0.121,0.188,200.143,284373
2Uy2p6tkVLj6vaVznKpNCs,"Articulate Silences, Pt. 1",44,ambient,And Their Refinement of the Decline,Stars Of The Lid,2,1,5,0.99,0.147,0.0865,0.909,0.0774,-25.095,0.0477,0.032,140.612,324400
6T10XPeC9X5xEaD6tMcK6M,All I Need (feat. Beth Hirsch),63,ambient,Moon Safari,Air;Beth Hirsch,7,0,4,0.878,0.327,0.426,0.000997,0.18,-11.576,0.027,0.169,93.949,268307
1j2uAypG4tHiJHO2xcemaG,Fourteen Drawings,20,ambient,Caesura,Helios,1,0,4,0.349,0.647,0.441,0.611,0.0663,-12.157,0.0457,0.504,140.021,272533
6xwhCiWXREsAIQVZqHswVw,Minecraft,66,ambient,Minecraft - Volume Alpha,C418,1,1,3,0.98,0.206,0.0154,0.636,0.0662,-22.923,0.0426,0.116,83.68,254000
4HtL8YlrABgueh0Sw1bR6G,Space Walk,48,ambient,Lost Horizons,Lemon Jelly,4,1,4,0.0856,0.633,0.892,0.431,0.215,-7.921,0.0287,0.584,104.979,422827
49zncwu4KP9p8d5lrXyRNV,Longing for Silence,19,ambient,360,Asura,11,1,4,0.00129,0.667,0.429,0.85,0.0973,-12.137,0.0354,0.0391,120.015,493313
1PmzEt6a77dRdFtjLD2ZrW,Low Roar,37,ambient,Low Roar,Low Roar,1,1,1,0.64,0.0878,0.15,0.897,0.0799,-15.907,0.0464,0.0381,85.438,135453
7hujuKvP1Mqzm2D75v6qak,Arecibo,37,ambient,Twentythree,Carbon Based Lifeforms,7,1,3,0.917,0.209,0.326,0.907,0.0818,-18.526,0.0479,0.0715,119.998,565775
3OgkfYg13Jj96E982moWje,Dungtitled (In a Major),49,ambient,And Their Refinement of the Decline,Stars Of The Lid,9,1,4,0.949,0.112,0.208,0.935,0.101,-22.618,0.0552,0.0285,74.31,354120
4twZPBdFpG2AXWrlRqurnQ,Nlogax,28,ambient,Hi Scores,Boards of Canada,3,0,4,0.118,0.784,0.491,0.907,0.0772,-9.327,0.0829,0.918,105.036,413973
3Ytt3qLZw1MJyGIef495uN,Zvenya,28,ambient,Hope Dies Last,Winterlight,2,1,4,0.921,0.21,0.359,0.906,0.122,-8.234,0.0308,0.0358,74.925,473600
6SPEz0BUmkCe0uuSRgQGaB,Alternate Universe,14,ambient,Noir Ambiance,Aaron Marshall,1,0,4,0.94,0.292,0.0832,0.875,0.102,-20.769,0.0393,0.0362,149.964,249575
4R9Am4C0S0eylcwbnLG6zj,The Low Places,21,ambient,Insides,Jon Hopkins,9,1,4,0.563,0.731,0.393,0.919,0.193,-13.855,0.0591,0.243,152.015,394587
40QwZW5GcnjtwuPRJEM9bx,Uva-Ursi,25,ambient,Substrata + Man with a Movie Camera,Biosphere,7,0,4,0.733,0.623,0.254,0.836,0.404,-28.837,0.0632,0.341,97.042,181413
6Rkr9b1ooiIgcebMRATPhD,Lesser Heaven,28,ambient,Small Craft On A Milk Sea,Brian Eno;Jon Hopkins;Leo Abrahams,4,1,3,0.98,0.151,0.129,0.969,0.0725,-21.225,0.0566,0.0377,170.548,200800
0uAacR1mRYIX5HRnS2cOIp,Kensington Gardens,25,ambient,Twentythree,Carbon Based Lifeforms,7,0,4,0.0323,0.174,0.615,0.98,0.346,-16.44,0.0829,0.0708,113.101,378430
0dXI1LlLeL4HpN5HWfEwWG,Dive - Keep Shelly In Athens Remix,23,ambient,Dive (Deluxe Version),Tycho;Keep Shelly In Athens,11,0,4,0.366,0.184,0.459,0.966,0.164,-11.652,0.0479,0.0915,41.497,280034
2ec65Nx0L097neFuoZeTpK,Mistral,17,ambient,Plume,Loscil,9,0,4,0.968,0.566,0.0908,0.94,0.085,-19.187,0.0334,0.036,108.067,360640
0XiHcuUEf1wmvmX1cOaVR9,Eyesdown,51,ambient,Black Sands,Bonobo;Andreya Triana,4,0,3,0.0442,0.758,0.455,0.493,0.11,-9.199,0.12,0.183,129.976,326240
43Bx78yw7xZufzOXAZLDb2,Shika-1,22,ambient,N-Plants,Biosphere,0,1,3,0.0524,0.796,0.169,0.938,0.0933,-17.237,0.101,0.0827,109.521,474187
39eWoZscuS4wuBJBh8w9BS,Central Plain,36,ambient,Interloper,Carbon Based Lifeforms;Karin My,2,0,4,0.233,0.405,0.609,0.947,0.105,-12.96,0.0366,0.204,179.941,453059
