id,name,popularity,genre,album,artists,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms
2oY3bgyZqbIwHTiD4ICRU5,Mass Suicide,16,grindcore,Exit,Rotten Sound,1,0,4,2.87e-06,0.239,0.965,0.908,0.329,-4.324,0.11,0.0365,108.609,114680
2Vts7VqBsc7UOwVflX1VVK,Meet Reality,10,grindcore,Discordia,Misery Index,1,1,4,0.000113,0.238,0.987,0.11,0.0919,-1.81,0.147,0.137,105.637,147427
67oTpIA0hUcWecBElLWppp,Stigmatized,9,grindcore,Scum (Full Dynamic Range 2012 Edition),Napalm Death,8,1,4,4.14e-06,0.303,0.956,0.805,0.0749,-10.309,0.0581,0.0744,103.467,62640
2VJvb0UQGjkJPwhGdpskLD,Leech,13,grindcore,Crusher,Magrudergrind,6,0,4,1.16e-06,0.206,0.864,0.923,0.119,-8.278,0.077,0.304,122.201,71040
48ZVDZ7ZVb9FMdOE0GBaLE,Roadkill Removal Technician,11,grindcore,Human Jerky,Cattle Decapitation,7,1,1,1.12e-06,0.331,0.951,0.283,0.194,-6.019,0.13,0.0433,111.486,46413
6sqp9U7xOxal97RLNL6HwY,Trauma Queen,13,grindcore,Agorapocalypse,Agoraphobic Nosebleed,2,1,4,9.79e-06,0.35,0.967,0.877,0.263,-3.856,0.106,0.0828,112.376,111453
4nenWbNxupC2wZYA8urf3U,Sometimes,10,grindcore,From Enslavement To Obliteration,Napalm Death,1,0,4,1.15e-05,0.274,0.864,0.947,0.285,-8.523,0.0885,0.334,108.837,66733
4cXIFJ868fEy2PjQ0U0Wj5,Praise The Lord,5,grindcore,Cycles,Rotten Sound,1,1,4,0.0,0.403,0.998,0.0,0.368,-3.745,0.165,0.0786,119.907,82520
6WxhJtumLci7WkgiaEtuEx,Hometown Hero,26,grindcore,Worthless,Weekend Nachos,2,1,4,3.2e-06,0.108,0.933,0.593,0.589,-2.789,0.145,0.208,197.43,64320
4KY4pcbYtCdUdu8vk6sNc7,Barbecue in Bhopal,4,grindcore,Behold the Failure,Mumakil,5,0,4,1.67e-06,0.241,0.935,0.945,0.366,-3.718,0.0979,0.102,73.278,39893
2FvgRrAet5hKtvfYo21ajC,The New Firing-Squad,10,grindcore,Inhale / Exhale,Nasum,6,1,5,2.96e-05,0.275,0.97,0.969,0.196,-5.835,0.236,0.193,119.619,58733
69XO8M1MuOg2vyXqKftkev,Bombastard - 2007 Demo,6,grindcore,Abuse,Wormrot,8,1,4,0.143,0.225,0.939,0.954,0.173,-4.167,0.164,0.257,116.217,46347
4f3VACzPmVQBwQxeapQNzU,Work For Never,19,grindcore,Retrobution,Extreme Noise Terror,6,0,4,2.95e-06,0.255,0.979,0.417,0.0675,-7.23,0.0662,0.393,106.596,95160
2BI4ODrcnLEF20kAFVev8u,Diktat,17,grindcore,Time Waits for No Slave,Napalm Death,2,1,4,7.84e-06,0.183,0.995,0.911,0.0956,-3.624,0.183,0.0939,132.495,223080
1Rwve2fWWjw5ParO0nC1Za,Glass Tornado,12,grindcore,The Poacher Diaries,Agoraphobic Nosebleed,8,1,3,3.6e-06,0.266,0.944,0.92,0.262,-4.296,0.142,0.146,118.646,64067
1WreTPLpISl7eIoykT9Y43,Dead Shall Rise,25,grindcore,World Downfall,Terrorizer,2,1,4,7.89e-06,0.28,0.937,0.871,0.105,-14.091,0.113,0.0513,103.676,185707
49MJVm7ioBgdOkHImoF59h,"Godmorgon, Idiotjävel - From untitled split EP with Skitsystem",5,grindcore,Grind Finale,Nasum,5,0,4,1.49e-06,0.28,0.953,0.93,0.267,-7.211,0.197,0.476,114.646,76853
25kNI1FnzvWbbyB27S3Oqj,Sacrificio,24,grindcore,Mantando Gueros,Brujeria,10,0,4,2.71e-05,0.316,0.816,0.0739,0.22,-8.12,0.0981,0.559,111.385,76560
2CoVte2XPmmPbpkR0jOT3q,Murder,12,grindcore,Abuse,Wormrot,0,1,4,0.00025,0.191,0.996,0.682,0.212,-3.04,0.44,0.0389,142.02,88547
1EgsukaaP29eJWShla2xHY,I See Red,8,grindcore,Need to Control (Redux),Brutal Truth,9,1,4,1.03e-05,0.163,0.991,0.0533,0.204,-4.876,0.269,0.122,77.662,169480
6o8I2r0GQB6mDzz6EyVOzj,Corponation,5,grindcore,Cycles,Rotten Sound,1,1,4,1.15e-06,0.371,0.993,0.00471,0.553,-3.83,0.133,0.0334,115.067,78240
2gFvhppFeZHCI0EzIEk0ty,Polarized,24,grindcore,Swansong,Carcass,11,0,4,0.000173,0.333,0.959,0.762,0.286,-3.95,0.0955,0.537,149.919,241573
3aZuspmeu2LOJllRBrabgF,Lowpoint,8,grindcore,Inside The Torn Apart,Napalm Death,2,1,4,9.84e-05,0.312,0.992,0.0042,0.34,-5.267,0.164,0.0567,107.28,195440
5BCfzXmASNTxPYAJ0O7Uf2,Misantropo A Senso Unico,15,grindcore,Misantropo A Senso Unico,Cripple Bastards,3,1,4,0.000237,0.294,0.99,0.000256,0.277,-3.289,0.196,0.289,113.928,134467
6CDp9gf9Ax42M52Vcxoiz6,Burning Inside,10,grindcore,Inhale / Exhale,Nasum,6,1,1,1.95e-05,0.274,0.913,0.863,0.113,-7.897,0.129,0.707,135.323,93467
3Y3MGivuC7pBsKDmcYqnR9,Greed,11,grindcore,Exit,Rotten Sound,1,0,4,1.43e-05,0.355,0.973,0.852,0.245,-4.023,0.0943,0.132,122.352,48493
12AMzCUbDk4C0yp6vfT6ZN,Necropolis Transparent,9,grindcore,Necropolis Transparent,Lock Up,1,1,4,2.09e-05,0.281,0.995,6.17e-05,0.45,-4.942,0.226,0.0387,127.051,117600
3kNSC6z3OmljUisRLFUdsD,Victims of a Bomb Raid,7,grindcore,"Leaders Not Followers, Pt. 2",Napalm Death,11,0,4,2.4e-06,0.28,0.957,0.815,0.0899,-5.809,0.0774,0.11,104.44,152133
0zP7fKkimWysoPfWLe0v8I,Choked,7,grindcore,The Funeral March,Gadget,3,0,1,0.0,0.149,0.991,0.959,0.177,-7.408,0.118,0.0388,137.406,78093
6gXf4bI2plVBF3FTXQHsMz,Exception to the Ruled,12,grindcore,Pulling Out the Nails,Misery Index,6,0,4,3.63e-06,0.323,0.995,0.73,0.181,-2.512,0.157,0.164,109.695,269387
0gscpGthQ5opWhnmkVr1El,In Exodus,29,grindcore,Abandon All Life,Nails,8,1,4,1.1e-06,0.199,0.948,0.871,0.0894,-4.533,0.124,0.0841,107.199,79400
6kIbVpmSsHXi1LJgzBmtTn,Indonesia,11,grindcore,Abuse,Wormrot,6,1,5,0.000792,0.149,0.998,0.93,0.311,-1.878,0.238,0.0314,144.57,52560
1yOyebfwxxoYxWTO4eRMRf,Gestation of Smegma,16,grindcore,Human Jerky,Cattle Decapitation,8,1,4,5.03e-06,0.251,0.996,0.617,0.141,-6.587,0.186,0.068,138.582,47360
5LMz0wpTjyf1ijxOEWSqkr,Social Sterility,12,grindcore,From Enslavement To Obliteration,Napalm Death,9,1,4,1.1e-06,0.204,0.855,0.952,0.203,-10.309,0.0622,0.398,109.565,63427
1OdrWGjPxHtDcroMNGUDpq,Nation,13,grindcore,Exit,Rotten Sound,2,1,3,3.94e-05,0.258,0.951,0.406,0.289,-3.858,0.102,0.156,90.689,108013
299wvtUOUa94xX2sQgbQW4,Ill-Neglect,20,grindcore,Extreme Conditions Demand Extreme Responses,Brutal Truth,9,1,4,1.42e-06,0.248,0.981,0.947,0.142,-12.832,0.115,0.0459,130.115,144067
4Pf4AFvIyvgRI4HlZW05js,Rehashed,6,grindcore,Unrelenting,Phobia,9,1,1,7.97e-06,0.274,0.997,0.86,0.343,-3.523,0.182,0.0385,121.136,65693
77tt3OZuNEAortWPpvhZ46,Discharge the Fear,4,grindcore,Necropolis Transparent,Lock Up,4,0,4,4.01e-06,0.251,0.996,2.45e-06,0.823,-5.252,0.188,0.0391,125.838,215067
26oxBlZRI8vdjgkJZUokWA,AOTKPTA,22,grindcore,New Erections,The Locust,2,1,4,5.56e-05,0.281,0.785,0.0022,0.155,-6.386,0.083,0.153,100.335,181707
37sB7PL0QQ108ribuAyxOG,Caught... In A Dream,14,grindcore,Scum (Full Dynamic Range 2012 Edition),Napalm Death,11,0,4,5.79e-06,0.232,0.952,0.731,0.372,-11.053,0.1,0.125,108.677,105360
3R61BZEF1vo5JBsSoz8Vpc,Drift,9,grindcore,Die Miserable,Fuck The Facts,1,1,1,1.43e-05,0.227,0.911,0.783,0.834,-6.704,0.137,0.176,101.756,235987
1hcBMT4ND8JiZ2oozF2mLi,H5N1,5,grindcore,The Funeral March,Gadget,3,0,4,4.09e-06,0.172,0.927,0.835,0.436,-7.259,0.114,0.118,122.615,63173
2wOHRXHxqLTgQfcWZtyLmt,Alone,18,grindcore,Cursed,Rotten Sound,5,1,4,9.92e-06,0.241,0.983,1.18e-06,0.441,-5.459,0.152,0.0398,125.264,58787
2e856QOgZr4VDlUf8ELd9a,Horns of Venus,1,grindcore,Violent Reprisal,Lock Up,1,1,4,1.59e-06,0.293,0.966,0.00697,0.132,-6.822,0.123,0.202,118.364,120707
2RKz9CEsjX3yQLDPL5DJgy,Messiah,8,grindcore,"Leaders Not Followers, Pt. 2",Napalm Death,0,1,4,4.62e-06,0.255,0.962,0.833,0.142,-6.75,0.0667,0.147,103.58,211200
5YTrr1MPoqafEhM0hz12GV,Bridge Burner,36,grindcore,Magrudergrind,Magrudergrind,1,1,4,2.66e-06,0.451,0.908,0.828,0.133,-5.23,0.0517,0.358,125.841,217933
5BeBvRU23OfuMy4jVlkDdm,The Idiot Parade,10,grindcore,Human 2.0,Nasum,6,0,4,1.2e-06,0.353,0.925,0.918,0.136,-6.28,0.154,0.314,102.186,93067
4f0qLNSQQkkJbNXOuo0OQ7,Doom,11,grindcore,Murderworks,Rotten Sound,1,1,4,2.04e-06,0.18,0.996,0.689,0.344,-3.707,0.223,0.0521,143.431,107960
60ENF4Jwc4rHNbnXhPLLmj,Jock Powerviolence,27,grindcore,Worthless,Weekend Nachos,6,1,4,1.86e-05,0.261,0.956,0.00398,0.409,-2.484,0.0568,0.351,120.225,83453
2NoNVQFx3NjSafpfrXsrOD,Life and Limb,21,grindcore,Time Waits for No Slave,Napalm Death,9,1,4,1.83e-05,0.169,0.991,0.6,0.145,-4.194,0.203,0.109,83.83,242920
2mZXtIDKh1lwSHzN1kklhR,Rise And Fall Of Empires Past,20,grindcore,Magrudergrind,Magrudergrind,3,0,4,1.22e-06,0.26,0.933,0.964,0.0833,-4.476,0.129,0.37,126.57,39893
446LOKDiJpaaMoIeFwoPlh,Good Times,12,grindcore,Abuse,Wormrot,0,1,4,0.00016,0.138,0.995,0.934,0.0704,-1.896,0.171,0.109,187.166,57360
0hZE3DtuDOoDsYLIYNRrC9,Screwed,11,grindcore,Inhale / Exhale,Nasum,6,1,4,4.31e-05,0.269,0.999,0.874,0.233,-6.573,0.185,0.0357,119.414,41440
624JyqLawVg72WgoffHLy0,Bodily Dismemberment,15,grindcore,Horrified,Repulsion,6,0,4,1.01e-06,0.221,0.996,0.941,0.178,-1.457,0.125,0.146,97.346,105560
3Kg9wUgkdZAr2a8DZOtMt4,Unchallenged Hate,17,grindcore,From Enslavement To Obliteration,Napalm Death,2,1,4,1.18e-06,0.215,0.857,0.949,0.202,-9.241,0.0446,0.55,104.23,127640
26wLEb0tmeLVmX3GVRNvaE,Submission,1,grindcore,Violent Reprisal,Lock Up,6,0,4,0.000139,0.358,0.983,0.0772,0.19,-3.7,0.187,0.0959,113.114,166240
35maqNKEawi4veasWYldiC,Lyrical Ammunition For Scene Warfare,21,grindcore,Magrudergrind,Magrudergrind,1,1,4,1.19e-06,0.254,0.94,0.924,0.164,-5.219,0.134,0.357,125.628,59320
2z5tpyn6TgmDfjDxzYjfiI,Missing Link,2,grindcore,Napalm - EP,Rotten Sound,3,0,4,2.68e-06,0.31,0.908,0.0,0.724,-3.157,0.109,0.0254,115.89,132493
1gJLy17uYX14gEr3LGkB6g,Love It or Leave It,5,grindcore,Pulling Out the Nails,Misery Index,1,1,4,0.0309,0.296,0.917,0.932,0.328,-5.242,0.0701,0.523,107.788,68413
1Z3MbSDqLZW8cfRQSaYIrb,Constipation Camp,11,grindcore,Human Jerky,Cattle Decapitation,11,0,4,1.21e-06,0.241,0.989,0.953,0.242,-6.604,0.175,0.0344,124.769,59667
3yA5PkxKpRDpUYz35rA5wo,The Half-Eaten Sausage Would LIke To See You In His Office,13,grindcore,Plague Soundscapes,The Locust,6,1,4,7.63e-05,0.305,0.97,0.0282,0.23,-5.31,0.0912,0.574,91.681,46813
1ShQeRtRL4SthKUzP9v9Dn,Short-Lived,12,grindcore,Smear Campaign,Napalm Death,9,1,4,1.21e-05,0.208,0.987,0.79,0.235,-4.248,0.164,0.0366,118.113,186373
7Bd0QxkJQAaoevuTOYLg86,"Tight Shirt, Tighter Jeans",9,grindcore,Abuse,Wormrot,8,1,4,0.0181,0.259,0.997,0.13,0.16,-2.414,0.335,0.0313,77.802,126440
26LBZ4V2fJPRwJhoQsSefq,Scientific Remote Viewing,14,grindcore,Anomalies,Cephalic Carnage,1,1,4,1.5e-05,0.206,0.935,0.615,0.371,-6.032,0.173,0.0494,106.728,138653
2UB3BpPz5AsDDTQEASGYlT,Everyday Ritual,4,grindcore,The Funeral March,Gadget,5,0,4,0.0087,0.0847,0.578,0.92,0.111,-10.513,0.136,0.159,57.642,175307
0YKi16pJF8qmOvBTApWl6R,Follow,13,grindcore,Exit,Rotten Sound,2,1,4,2.73e-06,0.278,0.966,0.823,0.252,-4.593,0.182,0.277,107.7,97560
0pF2705M6f1QnmxTkxAFWv,H.O.P.E.,13,grindcore,Extreme Conditions Demand Extreme Responses,Brutal Truth,9,0,4,3.16e-06,0.192,0.977,0.943,0.0836,-12.59,0.09,0.038,136.511,123493
7IgWkdZme91lRze9JTrlYr,Retching On The Dirt,13,grindcore,Fear Emptiness Depair,Napalm Death,2,1,5,2.67e-06,0.186,0.962,0.477,0.0839,-8.302,0.112,0.246,169.364,179960
4ki672FE6DEhiqoMppr07A,Decontamination,24,grindcore,World Extermination,Insect Warfare,0,1,4,5.93e-05,0.278,0.99,0.00159,0.223,-4.9,0.126,0.0276,120.439,69507
57Gu14wW9hFBUmJ0LpmzmA,Keep On Rotting in the Free World,37,grindcore,Swansong,Carcass,4,0,4,7.78e-06,0.27,0.929,0.667,0.208,-3.577,0.0798,0.699,162.471,220800
3hJ1IyXdUVAvRlF2N0Oqkw,How To Become A Virgin,15,grindcore,Plague Soundscapes,The Locust,11,1,5,1.9e-05,0.172,0.924,0.869,0.263,-5.477,0.128,0.037,170.705,43987
3IukiY0C35owQ85QgJuoqV,Violate the Dead - 2008 Dead EP,6,grindcore,Abuse,Wormrot,7,1,4,2.19e-06,0.284,0.836,0.863,0.371,-3.379,0.103,0.168,70.47,63107
3VFm6SnmdlTR5AtW5lNbuu,Repression Out Of Uniform,8,grindcore,Words From The Exit Wound,Napalm Death,8,1,4,7.37e-05,0.358,0.994,0.0842,0.371,-3.206,0.196,0.221,102.468,172640
5bVhohTbuQh3nhG3WFeYk7,V.S.A.,16,grindcore,Exit,Rotten Sound,9,1,4,7.89e-05,0.254,0.99,0.617,0.338,-3.982,0.135,0.0992,111.185,130333
519iyrKV82Bhs9NBCG71LO,"Bovine, Swine, And Human-Rinds",10,grindcore,Human Jerky,Cattle Decapitation,10,0,4,1.4e-06,0.282,0.987,0.655,0.0398,-6.248,0.239,0.0341,123.95,45120
7fKS7D0r163xi3BQah4QGn,White On White Crime,13,grindcore,Agorapocalypse,Agoraphobic Nosebleed,6,1,4,3.26e-05,0.252,0.908,0.903,0.258,-4.469,0.177,0.415,159.186,199387
44T1rHuB7FumhlRhcvJ4YR,Choice of a New Generation,6,grindcore,Need to Control (Redux),Brutal Truth,11,1,3,2.49e-05,0.141,0.997,0.8,0.359,-4.199,0.132,0.067,90.855,119000
0eMnT2ll8bK0Rzbwx6xY9P,Vermin,19,grindcore,Enemy of the Music Business + Leaders Not Followers,Napalm Death,10,0,4,1.86e-05,0.23,0.997,0.00852,0.156,-4.216,0.203,0.0399,109.701,137373
47yFcQFi0UhhmD1BPyxFEa,Need To Live,19,grindcore,World Downfall,Terrorizer,8,1,3,6.73e-06,0.24,0.973,0.955,0.151,-14.12,0.0733,0.0381,113.282,77200
5dbQUdmky0eJxzth7TECaR,Obey,14,grindcore,Murderworks,Rotten Sound,1,1,4,1.29e-06,0.217,0.99,0.829,0.152,-3.549,0.224,0.0393,110.554,195507
5eiSaKklyZ1zKptNVtdi2L,Mute Rain,12,grindcore,Human Jerky,Cattle Decapitation,11,0,4,1.24e-05,0.363,0.974,0.0315,0.245,-6.427,0.264,0.159,122.945,45680
1Q3ZksxL2tq50UQevzWrE9,Census Blank,5,grindcore,Die Miserable,Fuck The Facts,6,1,4,1.15e-05,0.282,0.958,0.92,0.389,-5.878,0.0899,0.432,114.636,445373
5ABrjtEXsp56zD4MAJoGdK,Evolved As One,17,grindcore,From Enslavement To Obliteration,Napalm Death,11,0,4,2.12e-05,0.378,0.642,0.766,0.258,-10.344,0.0452,0.354,119.192,193800
0UVXQgNiplI7tfdsUVtnAG,Get Down On It,38,groove,Best Of Blue,Blue;Kool & The Gang;Lil' Kim,7,1,4,0.0245,0.764,0.912,0.0,0.188,-3.868,0.0785,0.871,109.011,277293
5zCJvrT3C7cIfHsR5iG95l,Lean on Me,54,groove,Lean on Me: The Best of Bill Withers,Bill Withers,0,1,4,0.812,0.615,0.234,5.84e-06,0.161,-11.8,0.0536,0.412,75.188,257533
5GorFaKkP2mLREQvhSblIg,All My Life,71,groove,Love Always,K-Ci & JoJo,1,1,4,0.114,0.629,0.511,3.91e-06,0.0588,-8.651,0.0326,0.181,128.038,331240
5TAf4lnZCZTLlZHNZMLFLi,I Try,73,groove,On How Life Is,Macy Gray,2,1,4,0.313,0.593,0.642,0.000582,0.0804,-7.284,0.0299,0.736,76.403,239440
5jSeSRTUV8Qr6l375KRJbo,Thong Song (Re-Recorded),13,groove,Thong Song - Best Of,Sisqo,1,0,4,0.122,0.706,0.761,0.0295,0.0962,-6.626,0.0351,0.611,121.56,253540
1I6e3KmRmtp3VgWhtbHly7,Build Me up Buttercup (Re-Recordings),49,groove,The Definitive Collection,The Foundations,0,1,4,0.162,0.711,0.814,1.2e-06,0.261,-7.183,0.0354,0.895,132.07,180593
7s25THrKz86DM225dOYwnr,Respect,73,groove;groove;road-trip;road-trip,I Never Loved a Man the Way I Love You,Aretha Franklin,0,1,4,0.164,0.805,0.558,2.2e-05,0.0546,-5.226,0.041,0.965,114.95,147600
0O2ZL4hSISG6GQbCdPsafy,At Last - Re-Recording,7,groove,101 Soul Classics,Etta James,5,1,3,0.468,0.48,0.141,8.33e-05,0.15,-17.241,0.0375,0.382,178.842,171920
3qE6p9fN4YeILT0cQcY1cD,Holding Out for a Hero - Single Version,51,groove,The Very Best of Bonnie Tyler,Bonnie Tyler,9,0,4,0.00566,0.548,0.889,0.000533,0.128,-7.973,0.0614,0.84,149.093,261341
2YrB178PD0LrmFh17RSAdX,Ain't Nobody,4,groove,Greatest Hits Live,Chaka Khan,1,1,4,0.00095,0.547,0.93,0.000231,0.994,-6.349,0.144,0.453,98.911,319332
0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,79,groove,Make It Big,Wham!,0,1,4,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,0.897,81.548,231333
54QC24eg2bBYjkATkdyOp5,Do You Really Want To Hurt Me,40,groove,This Time,Culture Club,4,0,4,0.139,0.74,0.408,0.0,0.0936,-12.99,0.0326,0.38,100.495,264011
15nATIxH5WJMto7Q9zgBeI,Isn't She Lovely,22,groove,New York Lounge Jazz (Vocal Classics),Manhattan Jazz Quartett;Debbie Davis,0,1,4,0.0326,0.583,0.685,0.00119,0.0921,-7.615,0.0296,0.795,132.453,310000
1eA8NYGMHP5LsiLVVIsTkS,Talking to the Night,11,groove,"Disco Dance Anni '80, Vol. 2",Brian Ice,10,0,4,0.127,0.743,0.74,0.00563,0.0943,-12.199,0.039,0.961,109.192,355291
1NA6hEqCtTBVcle88WBeVd,Under The Boardwalk - Re-Recording,30,groove,The Best of the Drifters - 23 Super Hits,The Drifters,7,1,4,0.698,0.711,0.318,0.0,0.104,-12.519,0.0617,0.608,122.543,161640
6JNJERZGJwDVgkmbohBw7u,Self Control,71,groove,Self Control,Laura Branigan,6,0,4,0.219,0.814,0.686,0.00382,0.155,-12.172,0.0342,0.778,106.679,246440
5QVX213rGhKaNwJPVJnHw4,Celebration,37,groove,Wreck-It Ralph,Kool & The Gang,1,1,4,0.0768,0.813,0.875,0.00454,0.0415,-4.627,0.0448,0.96,121.584,220547
6SMHgPgNkhe9lneNTbgtel,Love and Happiness,62,groove;groove;soul;soul,I'm Still in Love with You,Al Green,6,1,4,0.214,0.822,0.457,0.000397,0.0766,-10.937,0.235,0.73,99.16,307063
6bOMF3lZgVOFn3MN8PwPSD,Every Time You Go Away (Re-Recorded / Remastered),0,groove,Top Hits Of '80s Pop (Re-Recorded / Remastered Versions),Paul Young,5,1,4,0.106,0.598,0.666,0.0,0.0952,-8.008,0.0247,0.83,79.987,274762
7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,71,groove,Imagination (Expanded Edition),Gladys Knight & The Pips,10,0,4,0.271,0.595,0.379,2.81e-05,0.1,-12.058,0.0454,0.448,92.006,279333
6wDviYDtmSDZ0S6TVMM9Vc,ABC,64,groove,ABC,The Jackson 5,8,1,4,0.486,0.715,0.678,0.000192,0.15,-11.842,0.0475,0.947,94.769,177733
3Ap3G7vXDGgMJFOkdbmRNJ,Gloria,42,groove,Atlantic 60th: On The Dance Floor Vol. 2,Laura Branigan,9,1,4,0.135,0.775,0.866,0.0376,0.152,-3.598,0.0295,0.876,131.34,295067
03atA31in9e90rnWmLTgfl,I Will Survive,1,groove,I Will Survive,Gloria Gaynor,9,0,4,0.0326,0.709,0.627,0.0,0.0848,-11.921,0.0388,0.866,123.314,286926
4N0TP4Rmj6QQezWV88ARNJ,Superstition,62,groove,Talking Book,Stevie Wonder,1,1,4,0.0598,0.611,0.578,0.0219,0.0983,-14.171,0.0676,0.884,100.625,266133
5xDVxnKQpLDJZXEHzJMBvg,Here Comes the Rain Again - Remastered Version,22,groove,Ultimate Collection,Eurythmics;Annie Lennox;Dave Stewart,0,1,4,0.0108,0.643,0.762,0.000123,0.218,-7.826,0.0303,0.602,126.391,290440
1luy4TXWkO5p5FtEj4tovI,When a Man Loves a Woman - Rerecorded,30,groove,Soul Legends (Collector's Edition),Percy Sledge,1,1,3,0.0466,0.297,0.502,0.000104,0.208,-9.136,0.0284,0.187,96.247,176307
7jTFRJYtqCURYZeq5HPthC,Play That Funky Music - Single Version,45,groove,Platinum R&B Party,Wild Cherry,0,1,4,0.144,0.838,0.79,0.0,0.278,-7.903,0.0523,0.949,109.118,190200
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,75,groove,The Dock of the Bay (Mono),Otis Redding,2,1,4,0.684,0.769,0.367,1.62e-05,0.081,-11.226,0.0312,0.535,103.621,163756
6m59VvDUi0UQsB2eZ9wVbH,Poison,66,groove,Poison,Bell Biv DeVoe,6,0,4,0.00195,0.84,0.56,0.00417,0.633,-10.53,0.21,0.775,111.815,261853
2VIsqLTXhCFQAZuMpoC7QQ,You Should Be Dancing,25,groove,Despicable Me,Bee Gees,0,1,4,0.0281,0.683,0.875,0.226,0.571,-5.834,0.0347,0.948,122.919,258400
7Bp898e0U9IReLs2oKC7G4,Sweet Dreams (Are Made of This),32,groove,Sweet Dreams (Are Made Of This),Eurythmics;Annie Lennox;Dave Stewart,8,1,4,0.323,0.705,0.51,0.0,0.094,-15.322,0.0428,0.894,125.468,217093
5xl5582IihbEZAnfj0xyso,Straight Up,62,groove,Forever Your Girl,Paula Abdul,7,1,4,0.267,0.769,0.826,0.0177,0.0638,-8.252,0.0624,0.762,95.862,250032
2ATDkfqprlNNe9mYWodgdc,Dancing Queen,64,groove,ABBA Gold,ABBA,9,1,4,0.168,0.512,0.93,0.00119,0.561,-4.344,0.0508,0.677,100.542,231093
3kAx7jil7BYTGLf3k0uKsE,Hot Stuff,3,groove,Body By Jake: Sweating Disco Dance Party (BPM 108-128),Donna Summer,0,1,4,0.01,0.785,0.736,0.0169,0.0526,-12.362,0.0342,0.966,118.871,226107
6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,75,groove,At The Close Of A Century,Stevie Wonder,1,1,4,0.243,0.748,0.551,1.57e-06,0.0943,-9.054,0.0239,0.65,113.535,262240
745H5CctFr12Mo7cqa1BMH,My Girl,79,groove,The Temptations Sing Smokey,The Temptations,0,1,4,0.635,0.572,0.418,0.0,0.0961,-10.738,0.0349,0.694,104.566,165000
34b3a3Pz9Jlz0092LMyNAB,What's Going On,70,groove,What's Going On - 40th Anniversary (Super Deluxe),Marvin Gaye,1,0,4,0.0991,0.265,0.824,0.0,0.359,-5.654,0.0991,0.811,203.206,232600
2d8D7uk3tbAThjRkdfrx9c,Voyage voyage,67,groove,François,Desireless,8,0,4,0.246,0.606,0.913,0.00696,0.34,-6.039,0.0351,0.838,123.58,266600
3YVPpVJvJG2EauXurPA90F,Tell It to My Heart,67,groove,Tell It to My Heart (Expanded Edition),Taylor Dayne,1,1,4,0.0302,0.638,0.988,1.16e-05,0.371,-5.042,0.0921,0.723,117.955,220880
5NsaeuYEfdAFxrZo6VuClc,Rasputin,29,groove,Boney M - Remix 2005,Bobby Farrell;Sandy Chambers,6,0,4,0.000241,0.68,0.762,0.857,0.0983,-8.921,0.0377,0.878,129.016,289507
6BvwGpRV3IroW7gNrCOpIp,Bette Davis Eyes (Re-recorded / Remastered),0,groove,New Years New Wave Party 2011 - 1984 Revisited,Kim Carnes,5,1,4,0.00766,0.618,0.555,0.0,0.332,-8.451,0.0287,0.536,116.613,224467
39l1UORIhuHvUWfxG53tRZ,Let's Get It On,69,groove,Let's Get It On,Marvin Gaye,3,1,4,0.0375,0.539,0.599,0.0,0.0754,-10.638,0.0483,0.636,167.7,290933
2grjqo0Frpf2okIBiifQKs,September,80,groove,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",9,1,4,0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,0.979,125.926,215093
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,78,groove;groove;groove;guitar;guitar;guitar;movies;movies;movies,Just As I Am,Bill Withers,4,0,4,0.457,0.479,0.416,1.72e-05,0.118,-11.451,0.124,0.514,79.593,125093
3AgvZyLH4sWkII5bnU80aQ,I'm So Excited,54,groove,Fire! The Very Best of The Pointer Sisters,The Pointer Sisters,7,0,4,0.107,0.581,0.7,0.0031,0.118,-10.723,0.0377,0.924,182.415,233533
3ehfSaIR7ogHEBlOZGb2ul,I Say a Little Prayer,35,groove,30 Greatest Hits,Aretha Franklin,9,1,4,0.57,0.59,0.255,9.23e-05,0.101,-20.316,0.0395,0.511,133.127,212840
5LxvwujISqiB8vpRYv887S,I Want You Back,76,groove,Diana Ross Presents The Jackson 5,The Jackson 5,8,1,4,0.305,0.469,0.538,0.00012,0.37,-13.559,0.0571,0.886,196.605,176333
3eizmXTqi2Ku6ZYsVtwPp6,Le Freak,17,groove,Atlantic 60th: On The Dance Floor Vol. 3,CHIC,7,1,4,0.00373,0.902,0.839,8.79e-05,0.0859,-6.736,0.0662,0.857,118.485,329973
1BmYoOcPnqlhaYsVm27UbI,I'm Coming Out,15,groove,All The Great Hits,Diana Ross,5,1,4,0.247,0.78,0.88,0.399,0.13,-5.728,0.0541,0.817,110.37,322600
